Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-162582,"Signal Transduction",65,2974,0.2047927282743424,0.529129849245277,0.529129849245277,304,2402,0.17890659913600476,9606,Homo sapiens,"SPARC;PLXND1;TGFB1I1;SERPINE1;LAMC2;PLAT;LAMC1;FGF2;PSMD8;ARHGDIA;CTSD;FGB;ANXA1;MMP1;MMP2;HGF;FGG;ADAM10;F2;SFRP1;ADAM17;COL2A1;COL4A2;COL4A1;COL6A2;COL6A1;COL4A3;COL6A3;COL4A5;S100A9;S100A8;LAMA5;LAMA2;LAMA1;LAMA4;COL11A1;LAMA3;THBS2;THBS1;THBS3;LMAN1;PLXNA1;APOE;TGFB1;LAMB3;LAMB2;FN1;PRG4;LAMB1;COL1A1;BMP2;COL3A1;CXCL12;COL1A2;COL5A1;CPD;COL5A3;COL5A2","","R-HSA-5654614;R-HSA-178178;R-HSA-5654615;R-HSA-5654612;R-HSA-5654608;R-HSA-5654622;R-HSA-5654623;R-HSA-5654620;R-HSA-8875661;R-HSA-5654618;R-HSA-8875659;R-HSA-178189;R-HSA-5654596;R-HSA-5654597;R-HSA-5654594;R-HSA-5654592;R-HSA-5654607;R-HSA-5654605;R-HSA-5654603;R-HSA-3640874;R-HSA-5654600;R-HSA-5654646;R-HSA-3772441;R-HSA-5654647;R-HSA-2134532;R-HSA-5654643;R-HSA-5654640;R-HSA-5654641;R-HSA-8875183;R-HSA-178218;R-HSA-5654655;R-HSA-5654653;R-HSA-5654651;R-HSA-9714361;R-HSA-9014456;R-HSA-5654631;R-HSA-5654628;R-HSA-5654625;R-HSA-5362793;R-HSA-9604264;R-HSA-444476;R-HSA-8874685;R-HSA-5654637;R-HSA-5654634;R-HSA-5654633;R-HSA-5672980;R-HSA-9624272;R-HSA-2128994;R-HSA-5672978;R-HSA-5218822;R-HSA-9014467;R-HSA-8865994;R-HSA-5656070;R-HSA-201810;R-HSA-5672965;R-HSA-5656064;R-HSA-5218839;R-HSA-8848606;R-HSA-5672972;R-HSA-5672973;R-HSA-201821;R-HSA-5654582;R-HSA-382054;R-HSA-5654578;R-HSA-8848611;R-HSA-382061;R-HSA-5654591;R-HSA-193646;R-HSA-9657599;R-HSA-5654586;R-HSA-5654587;R-HSA-8848618;R-HSA-5654584;R-HSA-5654566;R-HSA-9626848;R-HSA-5654565;R-HSA-5654562;R-HSA-5654560;R-HSA-5654575;R-HSA-5654573;R-HSA-5654571;R-HSA-5654569;R-HSA-109699;R-HSA-9021451;R-HSA-9021450;R-HSA-8875523;R-HSA-193668;R-HSA-5654224;R-HSA-1251992;R-HSA-8875531;R-HSA-193679;R-HSA-9012761;R-HSA-8875540;R-HSA-9714691;R-HSA-5654222;R-HSA-5654734;R-HSA-9696266;R-HSA-9014293;R-HSA-9696271;R-HSA-5654730;R-HSA-9696268;R-HSA-5654729;R-HSA-8875558;R-HSA-193696;R-HSA-8941613;R-HSA-380073;R-HSA-9013284;R-HSA-379048;R-HSA-1458875;R-HSA-9604642;R-HSA-2316434;R-HSA-8941628;R-HSA-8852019;R-HSA-8875568;R-HSA-8850992;R-HSA-8941618;R-HSA-8941623;R-HSA-8875576;R-HSA-8875591;R-HSA-5654679;R-HSA-5654167;R-HSA-5654677;R-HSA-5654165;R-HSA-5654163;R-HSA-5654672;R-HSA-5654673;R-HSA-5654684;R-HSA-5654169;R-HSA-5654662;R-HSA-5654151;R-HSA-5654663;R-HSA-9693250;R-HSA-5654148;R-HSA-5654149;R-HSA-5654658;R-HSA-5654659;R-HSA-5654147;R-HSA-8874079;R-HSA-5654159;R-HSA-8874078;R-HSA-5654669;R-HSA-5654157;R-HSA-5654667;R-HSA-5654664;R-HSA-201443;R-HSA-5654709;R-HSA-8874083;R-HSA-8874082;R-HSA-5654705;R-HSA-8874080;R-HSA-9012835;R-HSA-2127562;R-HSA-5654717;R-HSA-391913;R-HSA-5654714;R-HSA-201453;R-HSA-201457;R-HSA-5654692;R-HSA-5654690;R-HSA-2169046;R-HSA-2106586;R-HSA-2179291;R-HSA-5654701;R-HSA-2169050;R-HSA-2179293;R-HSA-5654697;R-HSA-201475;R-HSA-2160931;R-HSA-2160932;R-HSA-8851842;R-HSA-201476;R-HSA-2160935;R-HSA-9018754;R-HSA-4608855;R-HSA-9013147;R-HSA-8851859;R-HSA-354066;R-HSA-177946;R-HSA-354073;R-HSA-8851866;R-HSA-5687112;R-HSA-354087;R-HSA-8851877;R-HSA-190245;R-HSA-377644;R-HSA-5654399;R-HSA-5654397;R-HSA-377641;R-HSA-377640;R-HSA-377643;R-HSA-5654392;R-HSA-9013158;R-HSA-6800200;R-HSA-190258;R-HSA-190256;R-HSA-8851890;R-HSA-190260;R-HSA-190261;R-HSA-8851888;R-HSA-190265;R-HSA-8851900;R-HSA-8851899;R-HSA-8875451;R-HSA-9612243;R-HSA-5362448;R-HSA-8851908;R-HSA-5668629;R-HSA-9612246;R-HSA-8851919;R-HSA-354124;R-HSA-5635868;R-HSA-3371385;R-HSA-2130282;R-HSA-5610757;R-HSA-170835;R-HSA-389463;R-HSA-5610758;R-HSA-5610754;R-HSA-6797630;R-HSA-170843;R-HSA-8851933;R-HSA-5635854;R-HSA-170846;R-HSA-8875482;R-HSA-5610760;R-HSA-170844;R-HSA-354149;R-HSA-170850;R-HSA-429415;R-HSA-9612278;R-HSA-8875490;R-HSA-9612277;R-HSA-5658430;R-HSA-2179402;R-HSA-5687099;R-HSA-170861;R-HSA-354165;R-HSA-190326;R-HSA-2179413;R-HSA-8851954;R-HSA-170868;R-HSA-749448;R-HSA-749454;R-HSA-9013004;R-HSA-749452;R-HSA-429441;R-HSA-6807008;R-HSA-9657603;R-HSA-6807027;R-HSA-9657606;R-HSA-749456;R-HSA-9657608;R-HSA-9714481;R-HSA-173483;R-HSA-4641260;R-HSA-8875817;R-HSA-4641256;R-HSA-8875816;R-HSA-201648;R-HSA-5218811;R-HSA-190388;R-HSA-5218809;R-HSA-5654511;R-HSA-157629;R-HSA-5654422;R-HSA-5654423;R-HSA-157632;R-HSA-374214;R-HSA-5654418;R-HSA-5654416;R-HSA-5654428;R-HSA-6806957;R-HSA-173512;R-HSA-5654426;R-HSA-6800299;R-HSA-6800298;R-HSA-190413;R-HSA-5654425;R-HSA-372693;R-HSA-5654406;R-HSA-9031512;R-HSA-5654407;R-HSA-177107;R-HSA-5654404;R-HSA-5654402;R-HSA-1504193;R-HSA-2134519;R-HSA-8954207;R-HSA-190427;R-HSA-6806974;R-HSA-5654413;R-HSA-8851804;R-HSA-372697;R-HSA-5654408;R-HSA-8954199;R-HSA-5654409;R-HSA-190429;R-HSA-372705;R-HSA-9023840;R-HSA-9031522;R-HSA-9023845;R-HSA-9023846;R-HSA-8851827;R-HSA-9013108"
R-HSA-5654708,"Downstream signaling of activated FGFR3",1,35,0.0024101363448560805,0.5357575941331449,0.5357575941331449,22,23,0.0017130939967227767,9606,Homo sapiens,"FGF2","","R-HSA-5654646;R-HSA-5654647;R-HSA-5654709;R-HSA-5654643;R-HSA-5654224;R-HSA-5654640;R-HSA-5654416;R-HSA-5654641;R-HSA-5654705;R-HSA-5654623;R-HSA-5654631;R-HSA-5654148;R-HSA-5654628;R-HSA-8941628;R-HSA-5654625;R-HSA-5654222;R-HSA-5654637;R-HSA-5654413;R-HSA-5654634;R-HSA-5654408;R-HSA-5654633;R-HSA-5654409"
R-HSA-5654733,"Negative regulation of FGFR4 signaling",1,35,0.0024101363448560805,0.5357575941331449,0.5357575941331449,3,14,0.0010427528675703858,9606,Homo sapiens,"FGF2","","R-HSA-5654566;R-HSA-5654734;R-HSA-5654684"
R-HSA-456926,"Thrombin signalling through proteinase activated receptors (PARs)",1,35,0.0024101363448560805,0.5357575941331449,0.5357575941331449,2,15,0.0011172352152539848,9606,Homo sapiens,"F2","","R-HSA-114697;R-HSA-9708859"
R-HSA-1236977,"Endosomal/Vacuolar pathway",2,82,0.005646605150805674,0.5365303418291142,0.5365303418291142,1,4,2.9792939073439596E-4,9606,Homo sapiens,"CTSL1;CTSL","","R-HSA-1236948"
R-HSA-8939902,"Regulation of RUNX2 expression and activity",2,83,0.005715466189230134,0.5430468487890109,0.5430468487890109,5,32,0.0023834351258751676,9606,Homo sapiens,"PSMD8;BMP2","","R-HSA-8939801;R-HSA-9007707;R-HSA-9008475;R-HSA-9008110;R-HSA-9009362"
R-HSA-5633008,"TP53 Regulates Transcription of Cell Death Genes",2,83,0.005715466189230134,0.5430468487890109,0.5430468487890109,3,68,0.005064799642484731,9606,Homo sapiens,"IGFBP3","","R-HSA-6800035;R-HSA-6800044;R-HSA-6800042"
R-HSA-5654716,"Downstream signaling of activated FGFR4",1,36,0.00247899738328054,0.5458373607255574,0.5458373607255574,22,23,0.0017130939967227767,9606,Homo sapiens,"FGF2","","R-HSA-5654422;R-HSA-5654423;R-HSA-5654418;R-HSA-5654163;R-HSA-8941613;R-HSA-5654655;R-HSA-5654428;R-HSA-5654717;R-HSA-5654653;R-HSA-5654714;R-HSA-5654426;R-HSA-5654651;R-HSA-5654169;R-HSA-5654425;R-HSA-5654662;R-HSA-5654151;R-HSA-5654663;R-HSA-5654658;R-HSA-5654659;R-HSA-5654669;R-HSA-5654667;R-HSA-5654664"
R-HSA-2173789,"TGF-beta receptor signaling activates SMADs",1,36,0.00247899738328054,0.5458373607255574,0.5458373607255574,19,39,0.0029048115596603604,9606,Homo sapiens,"TGFB1","","R-HSA-170850;R-HSA-178178;R-HSA-2128994;R-HSA-178218;R-HSA-173483;R-HSA-173512;R-HSA-2127562;R-HSA-170861;R-HSA-178189;R-HSA-177107;R-HSA-170835;R-HSA-170868;R-HSA-2169046;R-HSA-170843;R-HSA-2179291;R-HSA-2169050;R-HSA-170846;R-HSA-2179293;R-HSA-170844"
R-HSA-1980143,"Signaling by NOTCH1",2,84,0.005784327227654593,0.549499569918878,0.549499569918878,1,39,0.0029048115596603604,9606,Homo sapiens,"ADAM17;ADAM10","","R-HSA-157632"
R-HSA-9024446,"NR1H2 and NR1H3-mediated signaling",2,85,0.0058531882660790525,0.5558882034254361,0.5558882034254361,2,60,0.004468940861015939,9606,Homo sapiens,"APOE","","R-HSA-9031512;R-HSA-9031522"
R-HSA-6783783,"Interleukin-10 signaling",2,86,0.005922049304503512,0.562212490344394,0.562212490344394,1,15,0.0011172352152539848,9606,Homo sapiens,"TIMP1","","R-HSA-6785047"
R-HSA-9013407,"RHOH GTPase cycle",1,38,0.002616719460129459,0.56534705737689,0.56534705737689,1,3,2.2344704305079697E-4,9606,Homo sapiens,"ARHGDIA","","R-HSA-9018754"
R-HSA-5675482,"Regulation of necroptotic cell death",1,38,0.002616719460129459,0.56534705737689,0.56534705737689,1,18,0.0013406822583047818,9606,Homo sapiens,"SDCBP","","R-HSA-9688832"
R-HSA-1980145,"Signaling by NOTCH2",1,38,0.002616719460129459,0.56534705737689,0.56534705737689,1,20,0.0014896469536719798,9606,Homo sapiens,"ADAM10","","R-HSA-157629"
R-HSA-111465,"Apoptotic cleavage of cellular proteins",1,38,0.002616719460129459,0.56534705737689,0.56534705737689,1,38,0.0028303292119767616,9606,Homo sapiens,"PLEC","","R-HSA-201637"
R-HSA-3371556,"Cellular response to heat stress",3,135,0.009296240187302025,0.5679417895639401,0.5679417895639401,12,29,0.0021599880828243705,9606,Homo sapiens,"HSPA5;COL4A6;SERPINH1","","R-HSA-3371554;R-HSA-4793819;R-HSA-5251955;R-HSA-5251942;R-HSA-5251959;R-HSA-3371467;R-HSA-5252041;R-HSA-5082356;R-HSA-5082369;R-HSA-5082384;R-HSA-3371518;R-HSA-5252079"
R-HSA-9010553,"Regulation of expression of SLITs and ROBOs",4,183,0.012601570031676078,0.5692008248892455,0.5692008248892455,5,20,0.0014896469536719798,9606,Homo sapiens,"PSMD8;COL16A1;COL4A5;SLIT2","","R-HSA-9010872;R-HSA-9010539;R-HSA-9010541;R-HSA-9010396;R-HSA-9011313"
R-HSA-5654726,"Negative regulation of FGFR1 signaling",1,39,0.002685580498553918,0.5747863022991596,0.5747863022991596,3,15,0.0011172352152539848,9606,Homo sapiens,"FGF2","","R-HSA-5654672;R-HSA-5654560;R-HSA-5654673"
R-HSA-1839124,"FGFR1 mutant receptor activation",1,39,0.002685580498553918,0.5747863022991596,0.5747863022991596,2,25,0.0018620586920899747,9606,Homo sapiens,"FGF2","","R-HSA-2023455;R-HSA-2023451"
R-HSA-2559582,"Senescence-Associated Secretory Phenotype (SASP)",2,91,0.006266354496625809,0.5928624502631799,0.5928624502631799,2,22,0.0016386116490391778,9606,Homo sapiens,"IGFBP7","","R-HSA-3797196;R-HSA-3797202"
R-HSA-901042,"Calnexin/calreticulin cycle",1,41,0.002823302575402837,0.5930561258847122,0.5930561258847122,3,13,9.682705198867869E-4,9606,Homo sapiens,"CALR","","R-HSA-548890;R-HSA-901047;R-HSA-535717"
R-HSA-5654727,"Negative regulation of FGFR2 signaling",1,41,0.002823302575402837,0.5930561258847122,0.5930561258847122,3,14,0.0010427528675703858,9606,Homo sapiens,"FGF2","","R-HSA-5654677;R-HSA-5654562;R-HSA-5654729"
R-HSA-9013404,"RAC2 GTPase cycle",2,92,0.006335215535050269,0.5987974098582949,0.5987974098582949,2,10,7.448234768359899E-4,9606,Homo sapiens,"LMAN1;ARHGDIA","","R-HSA-9714481;R-HSA-9014293"
R-HSA-9013694,"Signaling by NOTCH4",2,92,0.006335215535050269,0.5987974098582949,0.5987974098582949,2,20,0.0014896469536719798,9606,Homo sapiens,"PSMD8;ADAM10","","R-HSA-9604642;R-HSA-9604264"
R-HSA-5654687,"Downstream signaling of activated FGFR1",1,42,0.0028921636138272964,0.601895431051047,0.601895431051047,23,24,0.0017875763444063757,9606,Homo sapiens,"FGF2","","R-HSA-5654582;R-HSA-5654167;R-HSA-5654165;R-HSA-5654578;R-HSA-5654591;R-HSA-5654586;R-HSA-5654587;R-HSA-5654584;R-HSA-5654392;R-HSA-5654692;R-HSA-5654596;R-HSA-5654149;R-HSA-5654597;R-HSA-5654594;R-HSA-5654690;R-HSA-5656064;R-HSA-5654592;R-HSA-5654575;R-HSA-5654573;R-HSA-5654571;R-HSA-5654600;R-HSA-8941623;R-HSA-5654569"
R-HSA-5654696,"Downstream signaling of activated FGFR2",1,42,0.0028921636138272964,0.601895431051047,0.601895431051047,22,23,0.0017130939967227767,9606,Homo sapiens,"FGF2","","R-HSA-5654614;R-HSA-5654615;R-HSA-5654612;R-HSA-5654608;R-HSA-5654622;R-HSA-5654399;R-HSA-5654620;R-HSA-5654397;R-HSA-5654618;R-HSA-5654406;R-HSA-5654407;R-HSA-5654404;R-HSA-5654402;R-HSA-5654147;R-HSA-5654159;R-HSA-5654607;R-HSA-8941618;R-HSA-5654157;R-HSA-5654701;R-HSA-5654605;R-HSA-5654603;R-HSA-5654697"
R-HSA-381042,"PERK regulates gene expression",1,42,0.0028921636138272964,0.601895431051047,0.601895431051047,1,11,8.193058245195889E-4,9606,Homo sapiens,"HSPA5","","R-HSA-381086"
R-HSA-9006931,"Signaling by Nuclear Receptors",8,384,0.026442638754992424,0.6049874680245767,0.6049874680245767,8,192,0.014300610755251006,9606,Homo sapiens,"CXCL12;MMP1;MMP2;APOE;CTSD","","R-HSA-9031512;R-HSA-9624272;R-HSA-8954207;R-HSA-9023840;R-HSA-9031522;R-HSA-9023845;R-HSA-9023846;R-HSA-8954199"
R-HSA-432720,"Lysosome Vesicle Biogenesis",1,43,0.002961024652251756,0.610543326667542,0.610543326667542,4,8,5.958587814687919E-4,9606,Homo sapiens,"CTSZ","","R-HSA-432706;R-HSA-432707;R-HSA-432688;R-HSA-432712"
R-HSA-9696264,"RND3 GTPase cycle",1,43,0.002961024652251756,0.610543326667542,0.610543326667542,1,2,1.4896469536719798E-4,9606,Homo sapiens,"CPD","","R-HSA-9696268"
R-HSA-1839126,"FGFR2 mutant receptor activation",1,43,0.002961024652251756,0.610543326667542,0.610543326667542,7,18,0.0013406822583047818,9606,Homo sapiens,"FGF2","","R-HSA-2033486;R-HSA-2077421;R-HSA-2033474;R-HSA-2077424;R-HSA-2033472;R-HSA-2033488;R-HSA-8853320"
R-HSA-8982491,"Glycogen metabolism",1,43,0.002961024652251756,0.610543326667542,0.610543326667542,1,39,0.0029048115596603604,9606,Homo sapiens,"ADAMTS4","","R-HSA-9036727"
R-HSA-9696270,"RND2 GTPase cycle",1,44,0.0030298856906762154,0.6190039447941611,0.6190039447941611,1,2,1.4896469536719798E-4,9606,Homo sapiens,"PLXND1","","R-HSA-9696266"
R-HSA-2219530,"Constitutive Signaling by Aberrant PI3K in Cancer",2,96,0.006610659688748106,0.6218866936797534,0.6218866936797534,1,2,1.4896469536719798E-4,9606,Homo sapiens,"HGF;FGF2","","R-HSA-2400009"
R-HSA-5619084,"ABC transporter disorders",2,98,0.006748381765597025,0.6330420701449687,0.6330420701449687,2,22,0.0016386116490391778,9606,Homo sapiens,"PSMD8;APOA1","","R-HSA-5682111;R-HSA-8866858"
R-HSA-5213460,"RIPK1-mediated regulated necrosis",1,46,0.0031676077675251344,0.6353794341016417,0.6353794341016417,2,34,0.0025323998212423656,9606,Homo sapiens,"SDCBP","","R-HSA-9688832;R-HSA-5620975"
R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",2,102,0.007023825919294863,0.6545801886687399,0.6545801886687399,6,16,0.0011917175629375838,9606,Homo sapiens,"HSPA5;CALR","","R-HSA-8951499;R-HSA-983148;R-HSA-983146;R-HSA-983161;R-HSA-983145;R-HSA-983142"
R-HSA-5655302,"Signaling by FGFR1 in disease",1,49,0.0033741908827985127,0.658636376144119,0.658636376144119,12,35,0.0026068821689259644,9606,Homo sapiens,"FGF2","","R-HSA-1839100;R-HSA-2023455;R-HSA-5655269;R-HSA-5655266;R-HSA-2023451;R-HSA-1839098;R-HSA-5655326;R-HSA-5655278;R-HSA-5655263;R-HSA-1839094;R-HSA-5655290;R-HSA-5655240"
R-HSA-196741,"Cobalamin (Cbl, vitamin B12) transport and metabolism",1,49,0.0033741908827985127,0.658636376144119,0.658636376144119,2,30,0.0022344704305079697,9606,Homo sapiens,"PRSS1","","R-HSA-5693319;R-HSA-3132753"
R-HSA-5663202,"Diseases of signal transduction by growth factor receptors and second messengers",9,453,0.031194050406280125,0.661554804218734,0.661554804218734,77,448,0.03336809176225235,9606,Homo sapiens,"PSMD8;FGB;ADAM17;TGFB1;HGF;FGG;FN1;ADAM10;FGF2","","R-HSA-6802919;R-HSA-9656211;R-HSA-6802918;R-HSA-2023455;R-HSA-9656209;R-HSA-9656215;R-HSA-6802914;R-HSA-9656214;R-HSA-2023451;R-HSA-6802912;R-HSA-5655262;R-HSA-6802926;R-HSA-5655263;R-HSA-3656382;R-HSA-6802925;R-HSA-5654748;R-HSA-6802922;R-HSA-2666278;R-HSA-6802921;R-HSA-6802935;R-HSA-2220976;R-HSA-6802934;R-HSA-6802933;R-HSA-6802932;R-HSA-5655233;R-HSA-6802943;R-HSA-6802942;R-HSA-5655247;R-HSA-5655244;R-HSA-5655245;R-HSA-5655243;R-HSA-5655240;R-HSA-5655241;R-HSA-5655285;R-HSA-2730752;R-HSA-5655295;R-HSA-5655290;R-HSA-2400009;R-HSA-5655289;R-HSA-5655270;R-HSA-2220944;R-HSA-5655268;R-HSA-5655269;R-HSA-2012074;R-HSA-5655266;R-HSA-2012073;R-HSA-6802911;R-HSA-5655278;R-HSA-6802910;R-HSA-5655277;R-HSA-6803234;R-HSA-5655315;R-HSA-6803233;R-HSA-5655326;R-HSA-5655323;R-HSA-5655320;R-HSA-2033488;R-HSA-8853320;R-HSA-2033486;R-HSA-5387392;R-HSA-5655301;R-HSA-2033474;R-HSA-2033472;R-HSA-1839100;R-HSA-3645780;R-HSA-1839098;R-HSA-1839094;R-HSA-3642203;R-HSA-2077424;R-HSA-2077421;R-HSA-2077420;R-HSA-3304394;R-HSA-6803230;R-HSA-5655343;R-HSA-6803227;R-HSA-3656523;R-HSA-5655339"
R-HSA-211733,"Regulation of activated PAK-2p34 by proteasome mediated degradation",1,50,0.003443051921222972,0.666055254087157,0.666055254087157,1,2,1.4896469536719798E-4,9606,Homo sapiens,"PSMD8","","R-HSA-211715"
R-HSA-157118,"Signaling by NOTCH",5,258,0.017766147913510534,0.6675274496152425,0.6675274496152425,7,154,0.011470281543274244,9606,Homo sapiens,"PSMD8;ADAM17;PLXND1;ADAM10","","R-HSA-9604642;R-HSA-157632;R-HSA-9021451;R-HSA-9021450;R-HSA-9604264;R-HSA-9013284;R-HSA-157629"
R-HSA-400253,"Circadian Clock",2,105,0.007230409034568242,0.6700646933963799,0.6700646933963799,2,59,0.004394458513332341,9606,Homo sapiens,"SERPINE1","","R-HSA-5663124;R-HSA-549364"
R-HSA-5654743,"Signaling by FGFR4",1,51,0.0035119129596474317,0.6733133930939361,0.6733133930939361,27,41,0.0030537762550275583,9606,Homo sapiens,"FGF2","","R-HSA-5654422;R-HSA-5654423;R-HSA-5654418;R-HSA-5654163;R-HSA-5654684;R-HSA-5654428;R-HSA-5654426;R-HSA-5654169;R-HSA-5654425;R-HSA-5654662;R-HSA-5654151;R-HSA-5654663;R-HSA-5654658;R-HSA-5654659;R-HSA-5654734;R-HSA-5654669;R-HSA-5654667;R-HSA-5654664;R-HSA-8941613;R-HSA-5654655;R-HSA-5654717;R-HSA-5654653;R-HSA-5654714;R-HSA-5654651;R-HSA-5654566;R-HSA-190326;R-HSA-190265"
R-HSA-350562,"Regulation of ornithine decarboxylase (ODC)",1,51,0.0035119129596474317,0.6733133930939361,0.6733133930939361,1,4,2.9792939073439596E-4,9606,Homo sapiens,"PSMD8","","R-HSA-353125"
R-HSA-75893,"TNF signaling",1,51,0.0035119129596474317,0.6733133930939361,0.6733133930939361,1,32,0.0023834351258751676,9606,Homo sapiens,"ADAM17","","R-HSA-3371385"
R-HSA-5687128,"MAPK6/MAPK4 signaling",2,106,0.0072992700729927005,0.6751001951565722,0.6751001951565722,2,40,0.0029792939073439596,9606,Homo sapiens,"PSMD8;MMP2","","R-HSA-5687099;R-HSA-5687112"
R-HSA-5683826,"Surfactant metabolism",1,52,0.003580773998071891,0.6804142650189003,0.6804142650189003,2,29,0.0021599880828243705,9606,Homo sapiens,"CTSD","","R-HSA-5684864;R-HSA-5685902"
R-HSA-397014,"Muscle contraction",4,213,0.01466740118440986,0.686611307830483,0.686611307830483,2,42,0.0031282586027111575,9606,Homo sapiens,"ANXA1;ANXA2;ANXA6;ANX2;FGF13","","R-HSA-5576895;R-HSA-5263628"
R-HSA-5654741,"Signaling by FGFR3",1,53,0.0036496350364963502,0.6873612669589755,0.6873612669589755,27,43,0.0032027409503947563,9606,Homo sapiens,"FGF2","","R-HSA-5654679;R-HSA-5654224;R-HSA-5654416;R-HSA-5654623;R-HSA-5654148;R-HSA-5654222;R-HSA-5654413;R-HSA-5654730;R-HSA-5654408;R-HSA-5654409;R-HSA-5654646;R-HSA-5654647;R-HSA-5654709;R-HSA-5654643;R-HSA-5654640;R-HSA-5654641;R-HSA-5654705;R-HSA-5654631;R-HSA-5654628;R-HSA-5654565;R-HSA-8941628;R-HSA-190388;R-HSA-5654625;R-HSA-190261;R-HSA-5654637;R-HSA-5654634;R-HSA-5654633"
R-HSA-180534,"Vpu mediated degradation of CD4",1,53,0.0036496350364963502,0.6873612669589755,0.6873612669589755,1,5,3.7241173841799495E-4,9606,Homo sapiens,"PSMD8","","R-HSA-180573"
R-HSA-1236978,"Cross-presentation of soluble exogenous antigens (endosomes)",1,53,0.0036496350364963502,0.6873612669589755,0.6873612669589755,1,6,4.4689408610159393E-4,9606,Homo sapiens,"PSMD8","","R-HSA-1236970"
R-HSA-193704,"p75 NTR receptor-mediated signalling",2,109,0.007505853188266079,0.6898331633386485,0.6898331633386485,5,50,0.0037241173841799495,9606,Homo sapiens,"ADAM17;ARHGDIA","","R-HSA-9012761;R-HSA-193696;R-HSA-193668;R-HSA-193646;R-HSA-193679"
R-HSA-69601,"Ubiquitin Mediated Degradation of Phosphorylated Cdc25A",1,54,0.00371849607492081,0.6941577228581911,0.6941577228581911,1,4,2.9792939073439596E-4,9606,Homo sapiens,"PSMD8","","R-HSA-69600"
R-HSA-69613,"p53-Independent G1/S DNA damage checkpoint",1,54,0.00371849607492081,0.6941577228581911,0.6941577228581911,1,4,2.9792939073439596E-4,9606,Homo sapiens,"PSMD8","","R-HSA-69600"
R-HSA-69610,"p53-Independent DNA Damage Response",1,54,0.00371849607492081,0.6941577228581911,0.6941577228581911,1,4,2.9792939073439596E-4,9606,Homo sapiens,"PSMD8","","R-HSA-69600"
R-HSA-349425,"Autodegradation of the E3 ubiquitin ligase COP1",1,54,0.00371849607492081,0.6941577228581911,0.6941577228581911,1,5,3.7241173841799495E-4,9606,Homo sapiens,"PSMD8","","R-HSA-264458"
R-HSA-169911,"Regulation of Apoptosis",1,54,0.00371849607492081,0.6941577228581911,0.6941577228581911,1,5,3.7241173841799495E-4,9606,Homo sapiens,"PSMD8","","R-HSA-211715"
R-HSA-75815,"Ubiquitin-dependent degradation of Cyclin D",1,54,0.00371849607492081,0.6941577228581911,0.6941577228581911,1,5,3.7241173841799495E-4,9606,Homo sapiens,"PSMD8","","R-HSA-75825"
R-HSA-75153,"Apoptotic execution phase",1,54,0.00371849607492081,0.6941577228581911,0.6941577228581911,1,57,0.004245493817965142,9606,Homo sapiens,"PLEC","","R-HSA-201637"
R-HSA-9009391,"Extra-nuclear estrogen signaling",2,110,0.0075747142266905385,0.6946208049383209,0.6946208049383209,1,38,0.0028303292119767616,9606,Homo sapiens,"MMP1;MMP2","","R-HSA-9624272"
R-HSA-8854050,"FBXL7 down-regulates AURKA during mitotic entry and in early mitosis",1,55,0.0037873571133452692,0.7008068850781454,0.7008068850781454,2,6,4.4689408610159393E-4,9606,Homo sapiens,"PSMD8","","R-HSA-8854071;R-HSA-8854044"
R-HSA-174113,"SCF-beta-TrCP mediated degradation of Emi1",1,55,0.0037873571133452692,0.7008068850781454,0.7008068850781454,1,3,2.2344704305079697E-4,9606,Homo sapiens,"PSMD8","","R-HSA-174203"
R-HSA-9013405,"RHOD GTPase cycle",1,55,0.0037873571133452692,0.7008068850781454,0.7008068850781454,1,9,6.703411291523909E-4,9606,Homo sapiens,"LMAN1","","R-HSA-9693250"
R-HSA-450408,"AUF1 (hnRNP D0) binds and destabilizes mRNA",1,56,0.0038562181517697285,0.7073119359346864,0.7073119359346864,1,4,2.9792939073439596E-4,9606,Homo sapiens,"PSMD8","","R-HSA-450466"
R-HSA-180585,"Vif-mediated degradation of APOBEC3G",1,56,0.0038562181517697285,0.7073119359346864,0.7073119359346864,1,4,2.9792939073439596E-4,9606,Homo sapiens,"PSMD8","","R-HSA-180603"
R-HSA-5673001,"RAF/MAP kinase cascade",6,322,0.02217325437267594,0.708664879625533,0.708664879625533,10,75,0.005586176076269924,9606,Homo sapiens,"PSMD8;FGB;HGF;FGG;FN1;FGF2","","R-HSA-9657603;R-HSA-5672980;R-HSA-5672965;R-HSA-5672978;R-HSA-9657606;R-HSA-5658430;R-HSA-5672972;R-HSA-5672973;R-HSA-9657608;R-HSA-9657599"
